CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
04.644.612/0001-78;2024-09-01;1;115245.27;928.36;114316.91;0;0;16715130;16715130;0;16715130;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;16608.51;0;0;0;0;0;0;0;9072.84;25681.35
04.644.612/0001-78;2024-10-01;1;74685.42;1254.04;73431.38;0;0;17498400;17498400;0;17498400;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;16608.51;0;0;0;0;0;0;0;10104.86;26713.37
04.644.612/0001-78;2024-11-01;1;39083.99;257;38826.99;0;0;17498400;17498400;0;17498400;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;16608.51;0;0;0;0;0;0;0;10929.85;27538.36
04.722.883/0001-02;2024-01-01;1;8611452.21;198.5;0;829993.82;7781259.89;761414000;761414000;0;761414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14385929.88;12135017.55;0;2250912.33;0;85691.47;0;0;0;0;0;0;290459.88;1055257.63;1431408.98
04.722.883/0001-02;2024-02-01;1;6633026.32;198.5;0;836648.88;5796178.94;764414000;764414000;0;764414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14775700.73;12532195.48;0;2243505.25;0;87569.98;0;0;0;0;0;0;290459.88;1065714.08;1443743.94
04.722.883/0001-02;2024-03-01;1;7908782.04;-377.06;0;838503.74;7070655.36;764414000;764414000;0;764414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14551069.19;12372910.77;0;2178158.42;0;87535.23;0;0;0;0;0;0;290459.88;1044108.94;1422104.05
04.722.883/0001-02;2024-04-01;1;9007377.23;198.5;0;845945.13;8161233.6;764414000;764414000;0;764414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14222121.22;12085628.26;0;2136492.96;0;87979.44;0;0;0;0;0;0;0;1061826.45;1149805.89
04.722.883/0001-02;2024-05-01;1;4930678.62;198.5;0;852994.74;4077485.38;769414000;769414000;0;769414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14137159.21;12013535.78;0;2123623.43;0;88790.2;0;0;0;0;0;0;0;1057494.48;1146284.68
04.722.883/0001-02;2024-06-01;1;5733869.75;198.5;0;853475.02;4880196.23;769414000;769414000;0;769414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;15827472.8;12311715.89;0;3515756.91;11984197.79;89137.34;0;0;0;0;0;0;0;1061089.89;13134425.02
04.722.883/0001-02;2024-07-01;1;7244899.78;198.5;0;861216.94;6383484.34;769414000;769414000;0;769414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;16647202.46;12893720.68;0;3753481.78;0;85875.83;0;0;0;0;0;0;0;1086497.42;1172373.25
04.722.883/0001-02;2024-08-01;1;4784333.82;198.5;0;868688.04;3915447.28;772934000;772934000;0;772934000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;16845531;13357743.63;0;3487787.37;0;86786.62;0;0;0;0;0;0;0;1098597.69;1185384.31
04.722.883/0001-02;2024-09-01;1;7416102.55;198.5;0;875935.12;6539968.93;772934000;772934000;0;772934000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;15714819.96;11462391.21;0;4252428.75;0;87536.16;0;0;0;0;0;0;0;1110363.94;1197900.1
04.722.883/0001-02;2024-10-01;1;8432491.81;198.5;0;884063.56;7548229.75;773934000;773934000;0;773934000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;15203515.39;11358243.65;0;3845271.74;0;88172.96;0;0;0;0;0;0;0;1113098.93;1201271.89
04.722.883/0001-02;2024-11-01;1;10204840.32;198.5;0;891058;9313583.82;658450000;658450000;0;658450000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14849065.52;11324348.5;0;3524717.02;0;86320.49;0;0;0;0;0;0;0;1125808.62;1212129.11
05.437.916/0001-27;2024-01-01;1;1955291.36;8647;1946259.54;0;384.82;128143411.42;128143411.42;71526000;56617411.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2248420.65;824408.34;0;1424012.31;721799.68;58764.83;0;0;0;0;0;0;0;2022454.68;2803019.19
05.437.916/0001-27;2024-02-01;1;1984722.69;17463.53;1966871.75;0;387.41;128143411.42;128143411.42;71526000;56617411.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2269048.17;824408.34;0;1444639.83;721799.31;58764.83;0;0;0;0;0;0;0;2045265.18;2825829.32
05.437.916/0001-27;2024-03-01;1;2012798.06;15257.73;1997150.17;0;390.16;128143411.42;128143411.42;71526000;56617411.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2289346.98;824408.34;0;1464938.64;721799.68;58764.83;0;0;0;0;0;0;0;2084008.75;2864573.26
05.437.916/0001-27;2024-04-01;1;2053099.51;10749.18;2041957.23;0;393.1;128143411.42;128143411.42;71526000;56617411.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2310954.23;824408.34;0;1486545.89;721790.94;58764.83;0;0;0;0;0;0;0;2106501.02;2887056.79
05.437.916/0001-27;2024-05-01;1;2003999.04;18637.84;1984965.36;0;395.84;128376467.67;128376467.67;71526000;56850467.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2316647.83;824408.34;0;1492239.49;721799.68;58764.83;0;0;0;0;0;0;0;2280559.81;3061124.32
05.437.916/0001-27;2024-06-01;1;2059346.16;28685.08;1957013.31;0;73647.77;128376467.67;128376467.67;71526000;56850467.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2324771.05;826986.03;0;1497785.02;721799.68;58764.83;0;0;0;0;0;0;0;2306732.44;3087296.95
05.437.916/0001-27;2024-07-01;1;2122221.03;5052.31;1421594.61;0;695574.11;128376467.67;128376467.67;71526000;56850467.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2329403.35;824408.34;0;1504995.01;721799.68;58764.83;0;0;0;0;0;0;0;2330743.58;3111308.09
05.437.916/0001-27;2024-08-01;1;2184172.11;6928.17;1403657.53;0;773586.41;128376467.67;128376467.67;71526000;56850467.67;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2336577.82;824408.34;0;1512169.48;721799.68;58764.83;0;0;0;0;0;0;0;2367432.25;3147996.76
05.437.916/0001-27;2024-09-01;1;2243058.69;5443.84;1385165.95;0;852448.9;128376467.67;128376467.67;71526000;56850467.67;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2343145.11;824408.34;0;1518736.77;722003.44;58764.83;0;0;0;0;0;0;0;2413871.5;3194639.77
05.437.916/0001-27;2024-10-01;1;2365420.58;16100.94;1417329.88;0;931989.76;128376467.67;128376467.67;71526000;56850467.67;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2351042.5;824408.34;0;1526634.16;721807.2;58764.83;0;0;0;0;0;0;0;2499170.7;3279742.73
05.437.916/0001-27;2024-11-01;1;2490151.39;16614.58;1461986.39;0;1011550.42;128376467.67;128376467.67;71526000;56850467.67;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2367821.26;834988.01;0;1532833.25;721799.68;58764.83;0;0;0;0;0;0;0;2608456.48;3389020.99
05.562.312/0001-02;2024-01-01;1;672391.1;2374.08;0;0;670017.02;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;651774.01;19633.69;0;632140.32;0;74725.48;0;0;0;0;0;0;0;53491.71;128217.19
05.562.312/0001-02;2024-02-01;1;15975.77;2374.08;0;0;13601.69;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;759000.65;19633.69;0;739366.96;0;74725.47;0;0;0;0;0;0;0;629958.66;704684.13
05.562.312/0001-02;2024-03-01;1;348355.89;2574.08;0;0;345781.81;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;378627.01;-268778.55;0;647405.56;0;70170.13;0;0;0;0;0;0;0;456533.66;526703.79
05.562.312/0001-02;2024-04-01;2;6183403.71;2574.08;0;0;6180829.63;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;705613.72;19633.69;0;685980.03;0;71545.18;0;0;0;0;0;0;0;1175674.74;1247219.92
05.562.312/0001-02;2024-05-01;1;5979056.87;2444.14;0;0;5976612.73;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;788128.59;18638.95;0;769489.64;0;71545.17;0;0;0;0;0;0;0;1883166.67;1954711.84
05.562.312/0001-02;2024-06-01;1;5981033.01;2300.14;0;0;5978732.87;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;863507.15;18638.95;0;844868.2;0;67967.94;0;0;0;0;0;0;0;2600777.92;2668745.86
05.562.312/0001-02;2024-07-01;1;5881712.16;2300.14;0;0;5879412.02;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;834399.26;28151.19;0;806248.07;0;71545.17;0;0;0;0;0;0;0;3305739.17;3377284.34
05.562.312/0001-02;2024-08-01;1;5720990.1;2300.14;0;0;5718689.96;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;831206.2;0;0;831206.2;0;71545.16;0;0;0;0;0;0;0;4023350.42;4094895.58
05.562.312/0001-02;2024-09-01;1;5821793.04;2300.14;0;0;5819492.9;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;743267.74;92394.01;0;650873.73;0;68138.27;0;0;0;0;0;0;0;4740961.67;4809099.94
05.562.312/0001-02;2024-10-01;1;4990655.61;2300.14;0;0;4988355.47;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;766763.15;114965.84;0;651797.31;0;33478.83;0;0;0;0;0;0;0;4602749.42;4636228.25
06.175.262/0001-73;2024-01-01;1;758855.23;3960.85;0;0;754894.38;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;451521.08;451521.08;0;0;402058.49;13881.26;0;0;0;0;0;0;0;5860.69;421800.44
06.175.262/0001-73;2024-02-01;1;767775.42;3385.17;0;0;764390.25;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;463658.54;451521.08;0;12137.46;422776.51;12022.12;0;0;0;0;0;0;0;7028.81;441827.44
06.175.262/0001-73;2024-03-01;1;779838.64;2618.73;0;0;777219.91;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;462513.5;451521.08;0;10992.42;414954.14;24585.03;0;0;0;0;0;0;0;12703.23;452242.4
06.175.262/0001-73;2024-04-01;2;781804.94;3425.31;0;0;778379.63;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;462930.17;452931.3;0;9998.87;415856.76;38444.2;0;0;0;0;0;0;0;19191.36;473492.32
06.175.262/0001-73;2024-05-01;1;756917.75;3867.18;0;0;753050.57;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;483558.95;451521.08;0;32037.87;427035.43;13232.6;0;0;0;0;0;0;0;7383.22;447651.25
06.175.262/0001-73;2024-06-01;1;753836.4;2994.86;0;0;750841.54;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;491201.05;462601.78;0;28599.27;0;12605.52;0;0;0;0;0;0;0;426911.07;439516.59
06.175.262/0001-73;2024-07-01;1;762391.69;3265.94;0;0;759125.75;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;496379.33;462601.78;0;33777.55;429676.28;14499.16;0;0;0;0;0;0;0;8220.36;452395.8
06.175.262/0001-73;2024-08-01;1;759660.19;3416.14;0;0;756244.05;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;476195.77;462601.78;0;13593.99;311.49;13864.14;0;0;0;0;0;0;0;432521.97;446697.6
06.175.262/0001-73;2024-09-01;1;771825.73;3218.46;0;0;768607.27;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;426578.24;386717.36;0;39860.88;412124.98;13232.36;0;0;0;0;0;0;0;7120.79;432478.13
06.175.262/0001-73;2024-10-01;1;676279.72;3016.04;0;0;673263.68;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;395502.77;386717.36;0;8785.41;305954.49;14463.4;0;0;0;0;0;0;0;5519.2;325937.09
06.175.262/0001-73;2024-11-01;1;697401.77;3857.57;0;0;693544.2;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;393185.83;386717.36;0;6468.47;309345.59;11950.12;0;0;0;0;0;0;0;5533.46;326829.17
07.000.400/0001-46;2024-01-01;1;22823549.36;0;0;0;22823549.36;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;397.86;202.32;0;195.54;1070683.26;53474.82;0;0;0;0;0;0;0;4472601.28;5596759.36
07.000.400/0001-46;2024-02-01;1;21854491.93;0;0;0;21854491.93;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11687.17;202.33;0;11484.84;18938.03;53474.82;0;0;0;0;0;0;0;4831543.7;4903956.55
07.000.400/0001-46;2024-03-01;1;66729163.33;0;0;0;66729163.33;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;10102.62;2.24;0;10100.38;10944454.94;53474.82;0;0;0;0;0;0;0;4723130.82;15721060.58
07.000.400/0001-46;2024-04-01;1;55448198.13;0;0;0;55448198.13;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1130279.15;1118259.16;0;12019.99;0;384926.36;0;0;0;0;0;0;0;4902802.74;5287729.1
07.000.400/0001-46;2024-05-01;1;45109342.85;0;0;0;45109342.85;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;409661.56;6.59;0;409654.97;0;411937.39;0;0;0;0;0;0;0;4952844.62;5364782.01
07.000.400/0001-46;2024-06-01;1;114349039.37;0.01;0;0;114349039.36;87541000;87541000;0;87541000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;178094.67;154606.07;0;23488.6;0;471303.76;0;0;0;0;0;0;0;5209723.05;5681026.81
07.000.400/0001-46;2024-07-01;1;113848463.24;0;0;0;113848463.24;87541000;87541000;0;87541000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;103155.88;6.59;0;103149.29;0;472959.55;0;0;0;0;0;0;0;5148945.33;5621904.88
07.000.400/0001-46;2024-08-01;1;38227154.89;38227154.89;0;0;0;87541000;87541000;0;87541000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;315654.84;0;0;315654.84;0;479097.52;0;0;0;0;0;0;0;13184509.05;13663606.57
07.000.400/0001-46;2024-09-01;1;32238070.28;0;0;0;32238070.28;87541000;87541000;0;87541000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;59597.12;6.59;0;59590.53;0;468869.89;0;0;0;0;0;0;0;6631544.63;7100414.52
07.000.400/0001-46;2024-10-01;1;31693752.3;0;0;0;31693752.3;87541000;87541000;0;87541000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;63835.52;6.59;0;63828.93;0;479097.52;0;0;0;0;0;0;0;6768076.95;7247174.47
07.122.725/0001-00;2024-01-01;1;8156549.25;38064.92;0;0;8118484.33;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8703463.22;3988959.73;0;4714503.49;0;101873.63;0;0;0;0;0;0;0;5219768.7;5321642.33
07.122.725/0001-00;2024-02-01;1;8507250.76;75802.91;0;0;8431447.85;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8668840.81;3962183.92;0;4706656.89;0;101873.63;0;0;0;0;0;0;0;5184914.7;5286788.33
07.122.725/0001-00;2024-03-01;1;8849796.86;113584.96;0;0;8736211.9;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8638976.9;3952464.21;0;4686512.69;0;101873.63;0;0;0;0;0;0;0;5198667.43;5300541.06
07.122.725/0001-00;2024-04-01;1;9227446.17;151346.88;0;0;9076099.29;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8528285.77;3861091.71;0;4667194.06;0;101873.63;0;0;0;0;0;0;0;5168082.03;5269955.66
07.122.725/0001-00;2024-05-01;1;9578507.45;189106.9;0;0;9389400.55;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8553106.93;3886507.36;0;4666599.57;0;101873.63;0;0;0;0;0;0;0;5146987.53;5248861.16
07.122.725/0001-00;2024-06-01;1;9647381.6;226866.72;0;0;9420514.88;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8822439.52;4119982.89;0;4702456.63;1441981.83;101873.63;0;0;0;0;0;0;0;5136177.77;6680033.23
07.122.725/0001-00;2024-07-01;1;9027779.55;264612.94;0;0;8763166.61;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8770102.82;4394372.28;0;4375730.54;0;101873.63;0;0;0;0;0;0;0;5127476.63;5229350.26
07.122.725/0001-00;2024-08-01;2;9122393.63;302358.96;0;0;8820034.67;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8999642.77;4630160.01;0;4369482.76;0;101873.63;0;0;0;0;0;0;0;5099098.36;5200971.99
07.122.725/0001-00;2024-09-01;1;10211754.06;340099.28;0;0;9871654.78;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8273875.41;3910885.9;0;4362989.51;0;101873.63;0;0;0;0;0;0;0;5103690.03;5205563.66
07.122.725/0001-00;2024-10-01;1;10342355.81;377843.4;0;0;9964512.41;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8079654.2;3728842.5;0;4350811.7;0;101873.63;0;0;0;0;0;0;0;5110466.5;5212340.13
07.224.019/0001-60;2024-01-01;1;60108310.22;199.5;0;0;60108110.72;2037706986.22;2037706986.22;15513475.12;2022193511.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;74358341.61;31958310.29;0;42400031.32;0;153833.24;0;0;282986;0;0;0;439853.85;36020663.81;36897336.9
07.224.019/0001-60;2024-02-01;1;59864114.42;198.5;0;0;59863915.92;2037671463.69;2037671463.69;15513475.12;2022157988.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;72183868.47;32188380.16;0;39995488.31;0;148051.73;0;0;282986;0;0;0;439853.85;36278664.06;37149555.64
07.224.019/0001-60;2024-03-01;1;56307908.03;191;0;0;56307717.03;2037684731.27;2037684731.27;15513475.12;2022171256.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;74312318.92;31988746.8;0;42323572.12;0;148051.73;0;0;282986;0;0;0;876329.6;38587727.94;39895095.27
07.224.019/0001-60;2024-04-01;1;59200946.79;195.5;0;0;59200751.29;2038798885.82;2038798885.82;15513475.12;2023285410.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;75297227.54;32319049.62;0;42978177.92;0;148051.73;0;0;282986;0;0;0;876329.6;40191045.84;41498413.17
07.224.019/0001-60;2024-05-01;1;57037147.14;186.5;0;0;57036960.64;2067353032.97;2067353032.97;15513475.12;2051839557.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;72906209.12;27145693.22;0;45760515.9;12119889.47;148051.73;0;0;282986;0;0;0;1305702.14;41433663.19;55290292.53
07.224.019/0001-60;2024-06-01;1;57906189.79;170;0;0;57906019.79;2067449585.78;2067449585.78;15513475.12;2051936110.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;72315680.19;24290397.69;0;48025282.5;12166020.02;148051.73;0;0;282986;0;0;0;1305702.14;42076691.86;55979451.75
07.224.019/0001-60;2024-07-01;1;56567926.34;160.49;0;0;56567765.85;2072545164.98;2072545164.98;15513475.12;2057031689.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;73248815.53;24443125.32;0;48805690.21;0;155967.61;0;0;282986;0;0;0;1305702.14;45585700.49;47330356.24
07.224.019/0001-60;2024-08-01;1;39329389.26;198.5;0;0;39329190.76;1637137391.55;1637137391.55;12376179.12;1624761212.43;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;64882982.93;18391265.25;0;46491717.68;0;148051.73;0;0;225757.63;0;0;0;1041649.5;47227993.81;48643452.67
07.224.019/0001-60;2024-09-01;1;34652157.88;198.5;0;0;34651959.38;1637896819.5;1637896819.5;12376179.12;1625520640.38;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;65176580.24;17832270.89;0;47344309.35;184537.17;148051.73;0;0;225757.63;0;0;0;1070449.21;45374279.39;47003075.13
07.224.019/0001-60;2024-10-01;1;33158682.38;198.5;0;0;33158483.88;1639407249.45;1639407249.45;12376179.12;1627031070.33;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;65022198.97;17952228.77;0;47069970.2;0;148051.73;0;0;225757.63;0;0;0;1070449.21;43590557.36;45034815.93
07.583.627/0001-61;2024-01-01;1;7991271.8;532.71;0;0;7990739.09;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;32727638.91;24592473.36;0;8135165.55;5708567.12;257801.54;0;321926511.99;0;0;0;0;0;8614030.1;336506910.75
07.583.627/0001-61;2024-02-01;1;7525785.59;438.99;0;0;7525346.6;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;36541121.69;24649928.35;0;11891193.34;0;258079.37;0;303790467.21;0;0;0;0;0;8965831.3;313014377.88
07.583.627/0001-61;2024-03-01;1;7145529.4;444.34;0;0;7145085.06;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;40276857.26;25155240.96;0;15121616.3;0;258020.63;0;286882687.27;0;0;0;0;0;9137157.96;296277865.86
07.583.627/0001-61;2024-04-01;1;5684857.7;320.78;0;0;5684536.92;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;44556800.9;24686176.44;0;19870624.46;3582425.64;257985.5;0;262996547.34;0;0;0;0;0;8522662.44;275359620.92
07.583.627/0001-61;2024-05-01;1;6339704.45;439.33;0;0;6339265.12;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;47282781.72;25144913.82;0;22137867.9;0;261201.28;0;241368032.77;0;0;0;0;0;8780679.72;250409913.77
07.583.627/0001-61;2024-06-01;1;6458852.31;205.38;0;0;6458646.93;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;51999798.91;25121258.43;0;26878540.48;284542.81;261179.13;0;220967148.12;0;0;0;0;0;9412019.51;230924889.57
07.583.627/0001-61;2024-07-01;1;6233757.84;210.65;0;0;6233547.19;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;55228707.01;24797753.21;0;30430953.8;284542.81;261170.73;0;201757600.01;0;0;0;0;0;8787559.55;211090873.1
07.583.627/0001-61;2024-08-01;1;6043041.78;196.86;0;0;6042844.92;4718800000;4718800000;0;4718800000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;58734150.25;25030913.06;0;33703237.19;0;261409.37;0;179107810.81;0;0;0;0;0;9106685.97;188475906.15
